submitter,station,buyer,advertiser,candidate,contract_id,start_time,end_time,start_date,end_date,spots_per_week,rate_per_spot,office,election_cycle,youtube_id,description,name
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,304390,5 a.m.,7 a.m.,7/2/2012,7/8/2012,2,200,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,304390,5 a.m.,7 a.m.,7/9/2012,7/15/2012,1,200,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,304390,7 a.m.,9 a.m.,7/2/2012,7/8/2012,4,35,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,304390,7 a.m.,9 a.m.,7/9/2012,7/15/2012,2,35,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,304390,7 a.m. ,9 a.m.,7/2/2012,7/8/2012,2,35,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,304390,10 a.m.,11 a.m.,7/2/2012,7/8/2012,2,65,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,304390,10 a.m.,11 a.m.,7/9/2012,7/15/2012,1,65,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,304390,12 p.m.,12:30 p.m.,7/2/2012,7/8/2012,2,45,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,304390,12 p.m.,12:30 p.m.,7/9/2012,7/15/2012,1,45,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,304390,12:30 p.m.,2 p.m.,7/2/2012,7/8/2012,4,60,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,304390,12:30 p.m,2 p.m.,7/9/2012,7/15/2012,2,60,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,304390,3 p.m.,4 p.m.,7/2/2012,7/8/2012,2,25,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,304390,3 p.m.,4 p.m.,7/9/2012,7/15/2012,1,25,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,304390,11 a.m.,12 p.m.,7/2/2012,7/8/2012,2,75,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,304390,11 a.m.,12 p.m.,7/9/2012,7/15/2012,1,75,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,304390,5 p.m.,5:30 p.m.,7/2/2012,7/8/2012,2,115,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,304390,5 p.m.,5:30 p.m.,7/9/2012,7/15/2012,1,115,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,304390,5:28 p.m.,6 p.m.,7/2/2012,7/8/2012,2,140,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,304390,5:28 p.m.,6 p.m.,7/9/2012,7/15/2012,1,140,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,304390,6 p.m.,6:30 p.m.,7/2/2012,7/8/2012,2,200,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,304390,6 p.m.,6:30 p.m.,7/9/2012,7/15/2012,1,200,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,304390,6 p.m.,6:30 p.m.,7/2/2012,7/8/2012,1,200,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,304390,6:30 p.m.,7 p.m.,7/2/2012,7/8/2012,3,400,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,304390,6:30 p.m.,7 p.m.,7/9/2012,7/15/2012,1,400,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,304390,10 p.m.,10:35 p.m.,7/2/2012,7/8/2012,2,285,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,304390,10 p.m.,10:35 p.m.,7/9/2012,7/15/2012,1,285,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,304390,10 p.m.,10:35 p.m.,7/2/2012,7/8/2012,1,285,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,304390,10 p.m.,10:35 p.m.,7/2/2012,7/8/2012,1,285,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,304390,10:37 p.m.,11:37 p.m.,7/2/2012,7/9/2012,2,85,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,304390,10:37 p.m.,11:37 p.m.,7/9/2012,7/15/2012,1,85,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,299858,4:30 a.m.,5 a.m.,7/31/2012,8/6/2012,5,10,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,299858,5 a.m.,7 a.m.,7/31/2012,8/6/2012,10,75,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,299858,7 a.m.,9 a.m.,7/31/2012,8/6/2012,10,35,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,299858,10 a.m.,11 a.m.,7/31/2012,8/6/2012,5,65,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,299858,12 p.m.,12:30 p.m.,7/31/2012,8/6/2012,5,45,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,299858,3 p.m.,4 p.m.,7/31/2012,8/6/2012,5,25,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,299858,4 p.m.,5 p.m.,7/31/2012,8/6/2012,5,30,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,299858,5 p.m.,5:30 p.m.,7/31/2012,8/6/2012,5,140,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,299858,6 p.m.,6:30 p.m.,7/31/2012,8/6/2012,9,200,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,299858,6:30 p.m.,7 p.m.,7/31/2012,8/6/2012,6,175,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,299858,10 p.m.,10:35 p.m.,7/30/2012,8/5/2012,7,285,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,299858,10 p.m.,10:35 p.m.,8/6/2012,8/12/2012,1,285,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,299858,10:37 p.m.,11:37 p.m.,7/31/2012,8/6/2012,5,85,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,299858,9 p.m.,10 p.m.,7/30/2012,8/5/2012,1,475,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,299858,8 p.m.,9 p.m.,7/30/2012,8/5/2012,1,200,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,299858,7 p.m.,8 p.m.,7/30/2012,8/5/2012,1,700,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,299858,8 p.m.,9 p.m.,7/30/2012,8/5/2012,1,700,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,299858,7 p.m.,8 p.m.,7/30/2012,8/5/2012,1,225,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,299858,7 p.m.,10 p.m.,7/30/2012,8/5/2012,2,125,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,299858,6 p.m.,7 p.m.,7/30/2012,8/5/2012,1,350,Lieutenant Governor,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,299858,8 p.m.,9 p.m.,7/30/2012,8/5/2012,1,250,Lieutenant Governor,primary,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302500,7 a.m.,9 a.m.,7/2/2012,7/8/2012,8,100,,issue,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302500,12 p.m.,12:30 p.m.,7/2/2012,7/8/2012,5,125,,issue,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302500,5 p.m.,5:30 p.m.,7/2/2012,7/8/2012,5,200,,issue,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302500,5:28 p.m.,6 p.m.,7/2/2012,7/8/2012,5,250,,issue,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302500,6 p.m.,6:30 p.m.,7/2/2012,7/8/2012,5,300,,issue,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302500,7 p.m.,8 p.m.,7/2/2012,7/8/2012,1,750,,issue,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302500,9 p.m.,10 p.m.,7/2/2012,7/8/2012,1,1000,,issue,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302500,9 p.m.,10 p.m.,7/2/2012,7/8/2012,1,450,,issue,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302500,10 p.m.,10:35 p.m.,7/2/2012,7/8/2012,1,475,,issue,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302500,6 a.m.,7 a.m.,7/2/2012,7/8/2012,4,125,,issue,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302500,9 p.m.,10 p.m.,7/2/2012,7/8/2012,1,700,,issue,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302500,9 p.m.,10 p.m.,7/2/2012,7/8/2012,1,400,,issue,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302500,8 p.m.,9 p.m.,7/2/2012,7/8/2012,1,800,,issue,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302500,8 p.m.,9 p.m.,7/2/2012,7/8/2012,1,400,,issue,,,
Patane,KRCG,Target Enterprises,Americans for Prosperity,Issue,302500,8 p.m.,9 p.m.,7/2/2012,7/8/2012,1,750,,issue,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,304319,5 a.m.,7 a.m.,7/2/2012,7/8/2012,1,75,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,304319,5 a.m.,7 a.m.,7/2/2012,7/8/2012,2,75,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,304319,12 p.m.,12:30 p.m.,7/2/2012,7/8/2012,4,45,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,304319,12:30 p.m.,1 p.m.,7/9/2012,7/15/2012,1,60,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,304319,5 p.m.,5:30 p.m.,7/2/2012,7/8/2012,1,115,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,304319,5 p.m.,5:30 p.m.,7/2/2012,7/8/2012,1,115,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,304319,5:28 p.m.,6 p.m.,7/2/2012,7/8/2012,1,140,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,304319,10 p.m.,10:35 p.m.,7/2/2012,7/8/2012,2,285,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,304319,10 p.m.,10:35 p.m.,7/2/2012,7/8/2012,1,285,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,304319,10 p.m.,10:35 p.m.,7/9/2012,7/15/2012,1,285,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,304319,8 p.m., 9 p.m.,7/9/2012,7/15/2012,1,375,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,304319,7 p.m.,8 p.m.,7/2/2012,7/8/2012,1,300,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,304319,9 p.m.,10 p.m.,7/2/2012,7/8/2012,1,450,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,305057,5 a.m.,7 a.m.,7/9/2012,7/15/2012,4,200,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,305057,5 a.m.,7 a.m.,7/16/2012,7/22/2012,1,200,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,305057,7 a.m.,9 a.m.,7/9/2012,7/15/2012,4,60,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,305057,12 p.m.,12:30 p.m.,7/9/2012,7/15/2012,2,75,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,305057,12:30 p.m.,1 p.m.,7/9/2012,7/15/2012,4,60,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,305057,12:30 p.m.,1 p.m.,7/16/2012,7/22/2012,1,60,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,305057,5 p.m.,5:30 p.m.,7/9/2012,7/15/2012,1,350,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,305057,5 p.m.,5:30 p.m.,7/9/2012,7/15/2012,1,350,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,305057,5:28 p.m.,6 p.m.,7/9/2012,7/15/2012,1,250,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,305057,6:30 p.m.,7 p.m.,7/9/2012,7/15/2012,2,400,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,305057,10 p.m.,10:35 p.m.,7/9/2012,7/15/2012,4,600,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,305057,10 p.m.,10:35 p.m.,7/16/2012,7/22/2012,1,600,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,305057,10:37 p.m.,11:37 p.m.,7/9/2012,7/15/2012,4,125,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,305057,10:37 p.m.,11:37 p.m.,7/16/2012,7/22/2012,1,125,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,305057,8 a.m.,9:30 a.m.,7/9/2012,7/15/2012,2,150,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,305057,8 a.m.,9:30 a.m.,7/16/2012,7/22/2012,1,375,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,305057,7 p.m.,8 p.m.,7/9/2012,7/15/2012,1,300,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,305057,8 p.m.,9 p.m.,7/9/2012,7/15/2012,1,225,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,305057,9 p.m.,10 p.m.,7/9/2012,7/15/2012,1,450,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,305057,8 p.m.,9 p.m.,7/9/2012,7/15/2012,1,200,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,305057,8 p.m.,9 p.m.,7/9/2012,7/15/2012,1,125,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,305057,9 p.m.,10 p.m.,7/9/2012,7/15/2012,1,125,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,305057,3 p.m.,4 p.m.,7/9/2012,7/15/2012,2,15,Lieutenant Governor,primary,,,
Patane,KRCG,Media Placement Technologies,Citizens for Brad Lager, Brad Lager,305057,7 a.m.,9 a.m.,7/16/2012,7/22/2012,1,60,Lieutenant Governor,primary,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,304834,10 a.m.,11 a.m.,7/10/2012,7/16/2012,4,200,U.S. Senate,primary,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,304834,12 p.m.,12:30 p.m.,7/10/2012,7/16/2012,5,75,U.S. Senate,primary,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,304834,5 p.m.,5:30 p.m.,7/10/2012,7/16/2012,5,350,U.S. Senate,primary,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,304834,5 a.m.,7 a.m.,7/10/2012,7/16/2012,5,200,U.S. Senate,primary,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,304834,6 p.m.,6:30 p.m.,7/10/2012,7/16/2012,5,550,U.S. Senate,primary,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,304834,6:30 p.m.,7 p.m.,7/10/2012,7/16/2012,4,400,U.S. Senate,primary,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,304834,7 a.m.,9 a.m.,7/10/2012,7/16/2012,5,60,U.S. Senate,primary,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,304834,6 p.m.,7 p.m.,7/9/2012,7/15/2012,1,250,U.S. Senate,primary,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,304834,10 p.m.,10:35 p.m.,7/10/2012,7/16/2012,4,600,U.S. Senate,primary,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,304834,7 p.m.,8 p.m.,7/10/2012,7/16/2012,1,300,U.S. Senate,primary,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,304834,8 p.m.,9 p.m.,7/9/2012,7/15/2012,1,300,U.S. Senate,primary,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,304834,6 p.m.,6:30 p.m.,7/9/2012,7/15/2012,1,550,U.S. Senate,primary,,,
Patane,KRCG,SRCP Media,Brunner for Senate,John Brunner,304834,7 a.m.,9 a.m.,7/9/2012,7/15/2012,1,60,U.S. Senate,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Steelman for US Senate,Sarah Steelman,304982,7 a.m.,9 a.m.,7/9/2012,7/15/2012,10,60,U.S. Senate,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Steelman for US Senate,Sarah Steelman,304982,7 a.m.,9 a.m.,7/16/2012,7/22/2012,2,60,U.S. Senate,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Steelman for US Senate,Sarah Steelman,304982,10 a.m.,11 a.m.,7/9/2012,7/15/2012,5,200,U.S. Senate,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Steelman for US Senate,Sarah Steelman,304982,10 a.m.,11 a.m.,7/16/2012,7/22/2012,1,200,U.S. Senate,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Steelman for US Senate,Sarah Steelman,304982,11 a.m.,12 p.m.,7/9/2012,7/15/2012,5,75,U.S. Senate,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Steelman for US Senate,Sarah Steelman,304982,11 a.m.,12 p.m.,7/16/2012,7/22/2012,1,75,U.S. Senate,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Steelman for US Senate,Sarah Steelman,304982,12 p.m.,12:30 p.m.,7/9/2012,7/15/2012,5,75,U.S. Senate,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Steelman for US Senate,Sarah Steelman,304982,12 p.m.,12:30 p.m.,7/16/2012,7/22/2012,1,75,U.S. Senate,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Steelman for US Senate,Sarah Steelman,304982,12:30 p.m.,2 p.m.,7/9/2012,7/15/2012,5,60,U.S. Senate,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Steelman for US Senate,Sarah Steelman,304982,12:30 p.m.,2 p.m.,7/16/2012,7/22/2012,1,60,U.S. Senate,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Steelman for US Senate,Sarah Steelman,304982,3 p.m.,4 p.m.,7/9/2012,7/15/2012,5,25,U.S. Senate,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Steelman for US Senate,Sarah Steelman,304982,3 p.m.,4 p.m.,7/16/2012,7/22/2012,1,25,U.S. Senate,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Steelman for US Senate,Sarah Steelman,304982,5:28 p.m.,6 p.m.,7/9/2012,7/15/2012,5,250,U.S. Senate,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Steelman for US Senate,Sarah Steelman,304982,5:38 p.m.,6 p.m.,7/16/2012,7/22/2012,1,250,U.S. Senate,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Steelman for US Senate,Sarah Steelman,304982,6 p.m.,6:30 p.m.,7/9/2012,7/15/2012,5,550,U.S. Senate,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Steelman for US Senate,Sarah Steelman,304982,6 p.m.,6:30 p.m.,7/16/2012,7/22/2012,1,550,U.S. Senate,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Steelman for US Senate,Sarah Steelman,304982,6:30 p.m.,7 p.m.,7/9/2012,7/15/2012,5,400,U.S. Senate,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Steelman for US Senate,Sarah Steelman,304982,6:30 p.m.,7 p.m.,7/16/2012,7/22/2012,1,400,U.S. Senate,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Steelman for US Senate,Sarah Steelman,304982,10 p.m.,10:35 p.m.,7/9/2012,7/15/2012,5,600,U.S. Senate,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Steelman for US Senate,Sarah Steelman,304982,10 p.m.,10:35 p.m.,7/16/2012,7/22/2012,1,600,U.S. Senate,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Steelman for US Senate,Sarah Steelman,304982,10:37 p.m.,11:37 p.m.,7/9/2012,7/15/2012,5,125,U.S. Senate,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Steelman for US Senate,Sarah Steelman,304982,10:37 p.m.,11:37 p.m.,7/16/2012,7/22/2012,1,125,U.S. Senate,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Steelman for US Senate,Sarah Steelman,304982,7 p.m.,8 p.m.,7/9/2012,7/15/2012,1,125,U.S. Senate,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Steelman for US Senate,Sarah Steelman,304982,8 p.m.,9 p.m.,7/9/2012,7/15/2012,1,125,U.S. Senate,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Steelman for US Senate,Sarah Steelman,304982,9 p.m.,10 p.m.,7/9/2012,7/15/2012,1,125,U.S. Senate,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Steelman for US Senate,Sarah Steelman,304982,6 p.m.,7 p.m.,7/9/2012,7/15/2012,1,350,U.S. Senate,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Steelman for US Senate,Sarah Steelman,304982,8 p.m.,9 p.m.,7/9/2012,7/15/2012,1,250,U.S. Senate,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Steelman for US Senate,Sarah Steelman,304982,9 p.m.,10 p.m.,7/9/2012,7/15/2012,1,250,U.S. Senate,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Steelman for US Senate,Sarah Steelman,304982,5 p.m.,5:30 p.m.,7/9/2012,7/15/2012,5,350,U.S. Senate,primary,,,
Patane,KRCG,Patrick Media (Thompson Communications),Steelman for US Senate,Sarah Steelman,304982,5 p.m.,5:30 p.m.,7/16/2012,7/22/2012,1,350,U.S. Senate,primary,,,
Patane,KOMU,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,28363,6 a.m.,6:58 a.m.,7/5/2012,7/8/2012,2,130,Lieutenant Governor,primary,,,
Patane,KOMU,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,28363,6 a.m.,6:58 a.m.,7/9/2012,7/15/2012,1,130,Lieutenant Governor,primary,,,
Patane,KOMU,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,28363,7 a.m.,9 a.m.,7/5/2012,7/8/2012,2,200,Lieutenant Governor,primary,,,
Patane,KOMU,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,28363,7 a.m.,9 a.m.,7/9/2012,7/15/2012,1,200,Lieutenant Governor,primary,,,
Patane,KOMU,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,28363,7 a.m.,9 a.m.,7/5/2012,7/8/2012,2,200,Lieutenant Governor,primary,,,
Patane,KOMU,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,28363,7 a.m.,9 a.m.,7/9/2012,7/15/2012,1,200,Lieutenant Governor,primary,,,
Patane,KOMU,Patrick Media (Thompson Communications),Friends of Peter Kinder,Peter Kinder,28363,9 a.m.,11 a.m.,7/5/2012,7/8/2012,2,80,Lieutenant Governor,primary,,,
